"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N303FR",2016,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N303PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N303RE",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N303RG",2018,"Fixed wing multi engine","BOEING","737-8",2,185,0,"Turbo-fan"
"N304DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N304FR",2016,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N304JB",2009,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N304PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N305DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N305FR",2016,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N305NX",2016,"Fixed wing multi engine","BOEING","737-800",2,189,0,"Turbo-fan"
"N305PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N306DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N306JB",2009,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N306PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N307DX",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N307FR",2017,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N307JB",2009,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N307PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N308DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N308FR",2017,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N308PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N309FR",2017,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N309JB",2009,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N309PC",2017,"Fixed wing multi engine","BOEING","737-800",2,189,0,"Turbo-fan"
"N309PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N309US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-111",2,100,0,"Turbo-fan"
"N310DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N310FR",2017,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N310PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N311DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N311PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N312DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N312US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-111",2,100,0,"Turbo-fan"
"N313DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N313FR",2017,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N313PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N314DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N314PD",2017,"Fixed wing multi engine","BOEING","737-800",2,189,0,"Turbo-fan"
"N314PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N315DN",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N315PE",2017,"Fixed wing multi engine","BOEING","737-800",2,189,0,"Turbo-fan"
"N315PQ",2014,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
